,booster,knn,knn_sel
74,0.0979540125546281,0.3,0.6
75,0.0560100045163898,0.1,0.2
76,0.1819390634009891,0.1,0.0
77,0.07071126896542815,0.2,0.0
78,0.06886141090249721,0.0,0.0
79,0.09112392933373169,0.2,0.0
80,0.15268170314719876,0.1,0.4
81,0.04662748582557787,0.1,0.0
82,0.2845456849812042,0.3,0.6
83,0.030788886094820812,0.0,0.0
84,0.13131295366722864,0.0,0.0
85,0.029779518070734253,0.0,0.0
86,0.02795005957150371,0.0,0.0
87,0.044947069410662385,0.0,0.0
88,0.4838051128577271,0.6,0.4
89,0.05223244695935042,0.2,0.2
90,0.3814094780578479,0.1,0.2
91,0.061370315157586716,0.1,0.0
92,0.11754628417426427,0.3,0.0
93,0.07435400928649163,0.1,0.2
94,0.09544180930317368,0.1,0.0
95,0.7667880678389668,0.8,0.8
96,0.03929017421675251,0.0,0.0
97,0.11088545897638487,0.1,0.0
98,0.29012479053154816,0.0,0.0
99,0.0504989333878847,0.0,0.0
100,0.04209375600575504,0.0,0.0
101,0.07531953216220276,0.0,0.0
102,0.6215345303984188,0.6,0.6
103,0.09828833660522376,0.1,0.0
104,0.07124812947099185,0.0,0.0
105,0.41104909558512004,0.6,0.4
106,0.02630815807873021,0.0,0.0
107,0.0657523652244906,0.0,0.0
108,0.029489172455354384,0.0,0.0
109,0.3908084273530118,0.4,0.8
110,0.10581376294011069,0.0,0.2
111,0.07749829039996353,0.0,0.0
112,0.08404235354379438,0.4,0.4
113,0.07885045319864727,0.2,0.4
114,0.6915912053802202,0.3,0.0
115,0.07397114332943243,0.1,0.0
116,0.07341797095305715,0.1,0.2
117,0.05510512054556726,0.1,0.2
118,0.10391963014010337,0.1,0.2
119,0.37102129154094937,0.5,0.2
120,0.0824036823356758,0.0,0.0
121,0.03938643214649996,0.0,0.0
122,0.07437320900897125,0.0,0.0
123,0.07433815703336094,0.0,0.0
124,0.17431393159062375,0.2,0.2
125,0.11718677947501746,0.3,0.2
126,0.08630744893465,0.3,0.2
127,0.043439493607198135,0.6,0.6
128,0.15628923675215448,0.0,0.0
129,0.03628052596405177,0.1,0.0
130,0.03553759880522191,0.0,0.0
131,0.09751026824848844,0.2,0.0
132,0.1937086777631287,0.1,0.2
133,0.10290754195046978,0.1,0.0
134,0.07287742081510598,0.0,0.0
135,0.06165726349656986,0.1,0.0
136,0.06967154549529037,0.0,0.0
137,0.05473736377307044,0.0,0.0
138,0.18605702413742678,0.2,0.2
139,0.03704149072802407,0.0,0.0
140,0.2721916821627363,0.3,0.2
141,0.10855733513735402,0.0,0.0
142,0.335025349572402,0.3,0.6
143,0.06528529353205925,0.2,0.2
144,0.15439754642642373,0.2,0.2
145,0.05351762936206872,0.0,0.0
146,0.08498672996441996,0.1,0.0
147,0.12761474536509446,0.0,0.0
148,0.11067232859822038,0.1,0.0
149,0.06176068034010078,0.0,0.0
150,0.1609041925197931,0.2,0.0
151,0.16553998341151452,0.2,0.2
152,0.09130244559688086,0.0,0.2
153,0.13537132399602259,0.1,0.2
154,0.08229655425115243,0.0,0.0
155,0.0658469422683295,0.1,0.0
156,0.06989223700140577,0.0,0.0
157,0.06848738769677847,0.0,0.0
158,0.4033054579436789,0.5,0.6
159,0.11783437783299906,0.1,0.2
160,0.06141945726660085,0.1,0.0
161,0.031540697021629434,0.1,0.0
162,0.04889273736090725,0.0,0.0
163,0.037458337141802314,0.0,0.0
164,0.03158837437475669,0.0,0.0
165,0.11698153234318623,0.0,0.0
166,0.03813623220517869,0.0,0.0
167,0.07617135068095494,0.1,0.0
168,0.07801649186559667,0.0,0.0
169,0.07498665688141243,0.2,0.0
170,0.0680081762989877,0.1,0.2
171,0.11585764548198339,0.1,0.0
172,0.14725682208664262,0.3,0.6
173,0.18790523610634566,0.3,0.2
174,0.0822582704132069,0.1,0.0
175,0.031622266463186,0.0,0.0
176,0.11182203546840017,0.1,0.2
177,0.14234624798022522,0.1,0.2
178,0.04572042858116613,0.0,0.0
179,0.089421534171568,0.1,0.0
180,0.04394985280920559,0.0,0.0
181,0.05266725744106759,0.1,0.0
182,0.049590408966906536,0.0,0.0
183,0.04962802654654924,0.0,0.0
184,0.7225320857840046,0.6,1.0
185,0.8023633148460252,0.4,0.8
186,0.0725633755536169,0.0,0.0
187,0.09959422927838095,0.0,0.0
188,0.06810598073990319,0.1,0.2
189,0.06019109129726065,0.0,0.0
190,0.05580374117719297,0.0,0.0
191,0.052799577340321965,0.5,0.0
192,0.0926421562326807,0.1,0.0
193,0.08217099883710044,0.0,0.0
194,0.0646652434020583,0.1,0.0
195,0.059141906131991016,0.0,0.2
196,0.269549153498679,0.2,0.2
197,0.025315597398597543,0.0,0.0
198,0.7229825393171592,0.6,0.6
199,0.04695078624419202,0.0,0.0
200,0.08424549242352125,0.2,0.0
201,0.6017576973721667,0.5,0.2
202,0.1466500694406523,0.1,0.2
203,0.3735401222612258,0.2,0.4
204,0.0868703450535357,0.0,0.0
205,0.04644495657637539,0.1,0.0
206,0.19764701411556937,0.3,0.2
207,0.0380485755585826,0.0,0.0
208,0.06518424757164847,0.0,0.0
209,0.13088179396760224,0.3,0.2
210,0.09269658315050724,0.1,0.0
211,0.08194314368213546,0.0,0.0
212,0.045846085344114024,0.1,0.0
213,0.13906023889056737,0.0,0.0
214,0.13076033732448294,0.1,0.2
215,0.058712089595888084,0.3,0.2
216,0.1300530464285939,0.3,0.2
217,0.08657726857181124,0.1,0.0
218,0.13978946867939887,0.1,0.2
219,0.08113664128926384,0.2,0.0
220,0.026757721580212102,0.0,0.0
221,0.09012427837449169,0.1,0.0
222,0.11036342072852548,0.1,0.2
223,0.11117274696253684,0.0,0.0
224,0.08549647375378455,0.0,0.0
225,0.08410381220165114,0.2,0.2
226,0.24505638947681485,0.3,0.4
227,0.3971510834987953,0.5,0.4
228,0.07523734560015798,0.1,0.0
229,0.0932437315081116,0.0,0.0
230,0.12280417161201734,0.1,0.0
231,0.056470548972139024,0.1,0.0
232,0.0253442249960137,0.0,0.0
233,0.13827266101567465,0.1,0.0
234,0.07955615508732947,0.0,0.0
235,0.11624655529113775,0.0,0.0
236,0.18064280991656628,0.0,0.2
237,0.034692838935989526,0.0,0.2
238,0.05793845994065794,0.0,0.0
239,0.11638502655276252,0.1,0.0
240,0.027923456278572102,0.0,0.0
241,0.03740830837767112,0.0,0.0
242,0.07553918818702104,0.1,0.2
243,0.03381746392118522,0.0,0.0
244,0.15057526748376124,0.0,0.0
245,0.16804476740036361,0.2,0.0
246,0.05880776769652405,0.0,0.0
247,0.032567015128236336,0.0,0.0
248,0.07675832948592491,0.0,0.0
249,0.07986829417998388,0.0,0.0
250,0.09018560008201439,0.4,0.2
251,0.08451188837637008,0.0,0.0
252,0.03921433152868238,0.0,0.0
253,0.07257378480315888,0.2,0.4
254,0.11391322666341072,0.0,0.0
255,0.24924616956881707,0.1,0.2
256,0.06925655068062078,0.0,0.0
257,0.0812327324226427,0.3,0.2
258,0.15119433390218573,0.2,0.0
259,0.0314267555314484,0.0,0.0
260,0.10542857013252557,0.1,0.2
261,0.04484969749332933,0.1,0.0
262,0.14023911870802,0.2,0.0
263,0.21490829471585893,0.0,0.0
264,0.07335587826094717,0.0,0.0
265,0.12911748789951755,0.2,0.2
266,0.10358254402204366,0.2,0.4
267,0.7809519815699667,0.8,1.0
268,0.025600588410844494,0.0,0.0
269,0.09609772580425767,0.1,0.0
270,0.08218101181853778,0.1,0.0
271,0.10106335375172931,0.0,0.0
272,0.06350265139664169,0.0,0.0
273,0.152029893603916,0.0,0.2
274,0.1429445653598378,0.2,0.2
275,0.044792503822771695,0.0,0.0
276,0.21782137041836389,0.2,0.2
277,0.03445419043128043,0.0,0.0
278,0.5210142318831501,0.9,0.6
279,0.04350723218025606,0.0,0.0
280,0.07635401490279041,0.2,0.2
281,0.19785556055369535,0.2,0.0
282,0.065409837779501,0.1,0.0
283,0.06243855337466641,0.2,0.2
284,0.03971860943245531,0.1,0.0
285,0.08288680901070702,0.1,0.0
286,0.2788790967321062,0.2,0.2
287,0.2578081234814077,0.4,0.4
288,0.04540479204377611,0.0,0.0
289,0.14744447008796285,0.2,0.2
290,0.07051672905263018,0.2,0.2
291,0.10205364227778145,0.0,0.0
292,0.10193972911897901,0.0,0.0
293,0.10009686993979633,0.0,0.2
294,0.06594982531493512,0.0,0.0
295,0.046085316145907315,0.0,0.0
296,0.09071118293955759,0.0,0.0
297,0.08557375742449447,0.0,0.0
298,0.07252096251226249,0.1,0.0
299,0.4122040364766063,0.1,0.2
300,0.08221279676604748,0.1,0.2
301,0.08619580656046234,0.0,0.0
302,0.06177310138390063,0.1,0.0
303,0.043094362868555884,0.1,0.0
304,0.14210579514946184,0.1,0.2
305,0.08170540018882388,0.0,0.0
306,0.025477989667987935,0.1,0.0
307,0.044931122451796805,0.0,0.0
308,0.034399618659866835,0.1,0.2
309,0.1998234671271991,0.1,0.2
310,0.033314511897814585,0.1,0.0
311,0.06361023339693192,0.1,0.0
312,0.10765543087313947,0.0,0.0
313,0.4487313823180302,0.6,0.6
314,0.31471449059350826,0.1,0.2
315,0.12170876605660164,0.1,0.0
316,0.09924157281565338,0.2,0.0
317,0.11014351276959673,0.1,0.0
318,0.2176687249898347,0.5,0.0
319,0.030131127068338606,0.0,0.0
320,0.033778557653131536,0.1,0.0
321,0.15260480154621642,0.3,0.2
322,0.23838708505151132,0.1,0.2
323,0.14075665663741255,0.2,0.2
324,0.09201474349685008,0.1,0.0
325,0.7213370186312654,0.6,0.8
326,0.08754783409566573,0.0,0.0
327,0.030590446624463672,0.0,0.0
328,0.044903071202925214,0.0,0.0
329,0.03280341951980726,0.0,0.0
330,0.07169808283584841,0.1,0.0
331,0.06176068034010078,0.0,0.0
332,0.06029026776219032,0.0,0.0
333,0.17644661299332787,0.0,0.0
334,0.07076516413329346,0.0,0.0
335,0.05915894277854925,0.0,0.0
336,0.05105548442027824,0.0,0.0
337,0.05968710367607288,0.2,0.2
338,0.20940325349940547,0.1,0.2
339,0.035277305226812126,0.0,0.0
340,0.07383249691144095,0.2,0.2
341,0.21498167058399686,0.3,0.6
342,0.10257805213082671,0.4,0.0
343,0.10811233626663828,0.1,0.2
344,0.039977320654259185,0.0,0.0
345,0.03690069794824616,0.0,0.0
346,0.03420082592745347,0.1,0.0
347,0.03471609702135354,0.1,0.0
348,0.7888891374340457,0.6,0.6
349,0.14051234628736128,0.1,0.2
350,0.19397208141681063,0.2,0.4
351,0.06175028489859098,0.1,0.0
352,0.09360771274986952,0.1,0.0
353,0.07124812947099185,0.0,0.0
354,0.05632595756849621,0.2,0.0
355,0.043573512015121496,0.0,0.0
356,0.1010934629105277,0.2,0.2
357,0.06200104514911791,0.0,0.0
358,0.07216558766823628,0.1,0.0
359,0.17028714781503318,0.2,0.2
360,0.13131295366722864,0.1,0.0
361,0.14531702226044677,0.4,0.2
362,0.0828926009385707,0.2,0.2
363,0.06643683963447172,0.0,0.0
364,0.041425120146832965,0.0,0.0
365,0.03065475566764887,0.0,0.0
366,0.08659618750400724,0.1,0.0
367,0.1414321914195604,0.0,0.0
368,0.026625404814815498,0.0,0.0
369,0.054378686672957595,0.0,0.0
370,0.08734460631527843,0.1,0.0
371,0.12280417161201734,0.1,0.0
372,0.11992688768576243,0.0,0.0
373,0.06736175362820707,0.1,0.2
374,0.07041189095204628,0.0,0.0
375,0.029137568496962456,0.1,0.0
376,0.03378371482884126,0.1,0.0
377,0.10042494069449644,0.0,0.0
378,0.16332228096719711,0.4,0.6
379,0.15074015793006068,0.1,0.2
380,0.039237854423287255,0.0,0.0
381,0.1466500694406523,0.2,0.2
382,0.08562542253816467,0.2,0.0
383,0.09482699102760858,0.0,0.0
384,0.043938315938542166,0.1,0.0
385,0.10759668718263181,0.1,0.2
386,0.11316709796494848,0.0,0.0
387,0.0996811301576283,0.0,0.0
388,0.02954709919030437,0.0,0.0
389,0.04667813892413715,0.0,0.0
390,0.0586329758683764,0.1,0.0
391,0.055367187576424705,0.3,0.0
392,0.02588357582775113,0.0,0.0
393,0.049620435907895104,0.1,0.0
394,0.06370948965177538,0.2,0.2
395,0.2279279332057453,0.2,0.4
396,0.29977720158520016,0.1,0.0
397,0.04169706042890347,0.0,0.0
398,0.1160883348951562,0.0,0.0
399,0.09251576150647653,0.0,0.0
400,0.048229483440824054,0.0,0.0
401,0.030946007882917247,0.0,0.0
402,0.0988545384083305,0.1,0.2
403,0.03417424855471748,0.1,0.2
404,0.1005601139151946,0.2,0.2
405,0.10539696567531603,0.2,0.0
406,0.08410381220165114,0.0,0.0
407,0.16859203612641344,0.2,0.2
408,0.06661929094203815,0.0,0.2
409,0.04201649850414536,0.1,0.0
410,0.1580525261647615,0.2,0.2
411,0.08849991769581347,0.0,0.0
412,0.04086446968325431,0.1,0.2
413,0.04680427557581657,0.0,0.0
414,0.09696670913695388,0.1,0.2
415,0.09294274603049851,0.2,0.2
416,0.10042419735712228,0.2,0.2
417,0.09428762842112626,0.2,0.2
418,0.15345890128764836,0.1,0.2
419,0.06858463745216582,0.1,0.2
420,0.08600112515987086,0.0,0.0
421,0.06014338937729834,0.1,0.0
422,0.5932425925808328,0.8,0.6
423,0.14719256835538122,0.1,0.2
424,0.06774531221575206,0.0,0.0
425,0.08374972852007544,0.1,0.2
426,0.06932084298972353,0.0,0.0
427,0.09848979277048855,0.2,0.0
428,0.0837456726915819,0.0,0.0
429,0.1620883052682845,0.0,0.0
430,0.14556162834092928,0.2,0.4
431,0.1126515874782123,0.0,0.0
432,0.030734743144351328,0.1,0.0
433,0.26322669232416623,0.2,0.0
434,0.09518125114514225,0.1,0.2
435,0.16105753325774264,0.0,0.0
436,0.20546309164559054,0.0,0.0
437,0.032164430670108615,0.0,0.0
438,0.19958303949819442,0.2,0.0
439,0.09164818319117064,0.3,0.2
440,0.03142859569196883,0.0,0.0
441,0.023501684662329603,0.0,0.0
442,0.22082892345351704,0.3,0.2
443,0.0992394176721456,0.0,0.0
444,0.0931090200300572,0.0,0.2
445,0.15493041245062092,0.2,0.2
446,0.05782287367780707,0.0,0.0
447,0.08339696641065092,0.1,0.2
448,0.231078147278429,0.4,0.4
449,0.0393447802925186,0.0,0.2
450,0.0824345818408597,0.0,0.0
451,0.06553181482391156,0.1,0.2
452,0.11963650944858728,0.1,0.0
453,0.6002594075111821,0.7,0.4
454,0.1610765585470364,0.2,0.4
455,0.07141153124177677,0.0,0.0
456,0.22680130196443252,0.2,0.0
457,0.03828139555804061,0.0,0.0
458,0.08657696996398731,0.0,0.0
459,0.03942466868138277,0.0,0.0
460,0.12511998625825146,0.2,0.2
461,0.02426325505967359,0.0,0.0
462,0.09645697464269161,0.1,0.2
463,0.03246768770180625,0.0,0.0
464,0.11900281507835417,0.0,0.0
465,0.0774963961008778,0.0,0.0
466,0.03315390409685522,0.0,0.0
467,0.03357074673721067,0.2,0.0
468,0.08922518923012379,0.0,0.0
469,0.32652703458323085,0.0,0.0
470,0.07972302950292105,0.0,0.0
471,0.17195250410900623,0.1,0.0
472,0.17376897251020562,0.1,0.0
473,0.041683214951936824,0.1,0.2
474,0.15355507545542132,0.0,0.0
475,0.05291945991215719,0.0,0.0
476,0.14067900683484977,0.1,0.0
477,0.20017868028811042,0.2,0.0
478,0.13107245827845265,0.1,0.0
479,0.08723510812884945,0.0,0.0
480,0.06427276977338742,0.1,0.2
481,0.029964628083492584,0.1,0.0
482,0.0253442249960137,0.0,0.0
483,0.209142445612912,0.5,0.4
484,0.7897709860061158,0.9,0.8
485,0.05910155272924873,0.1,0.2
486,0.12650638609425827,0.0,0.0
487,0.0950122830720321,0.1,0.2
488,0.05498018706580559,0.1,0.2
489,0.02125431932657384,0.0,0.0
490,0.14852064479626162,0.3,0.4
491,0.07435400928649163,0.0,0.0
492,0.05316107506109216,0.2,0.2
493,0.04186102913082629,0.2,0.0
494,0.05272181149925255,0.0,0.0
495,0.1997693866267732,0.2,0.2
496,0.05610833581028891,0.0,0.0
497,0.08052602901625401,0.1,0.0
498,0.09276796199348618,0.0,0.0
499,0.08503902739937433,0.0,0.2
500,0.07630402333808486,0.2,0.0
501,0.05270096907217718,0.1,0.0
502,0.09633421067534151,0.4,0.2
503,0.1398788964505134,0.1,0.0
504,0.0888163904748799,0.0,0.0
505,0.058096783095296395,0.0,0.0
506,0.0977645874881868,0.1,0.0
507,0.08783865272837019,0.0,0.0
508,0.05974266287986969,0.0,0.0
509,0.41941251003994773,0.5,0.4
510,0.03503464267049747,0.0,0.0
511,0.0694778174629333,0.1,0.2
512,0.09984082747290952,0.0,0.0
513,0.12573831604878946,0.3,0.0
514,0.12155210521656265,0.0,0.0
515,0.060631573618923205,0.1,0.0
516,0.037244458849600016,0.0,0.0
517,0.06686822073158284,0.1,0.0
518,0.08677960081082078,0.2,0.2
519,0.10370113736230399,0.2,0.0
520,0.08312612543188744,0.0,0.0
521,0.10489411862925925,0.0,0.0
522,0.09327667632422117,0.0,0.0
523,0.11675988198034813,0.2,0.2
524,0.12387102000320349,0.0,0.2
525,0.03202177656096567,0.0,0.0
526,0.03776644780021437,0.0,0.0
527,0.02321850393093401,0.1,0.2
528,0.05142355499525707,0.0,0.0
529,0.25360385438295135,0.4,0.6
530,0.05594390771383545,0.0,0.0
531,0.20675808892389355,0.2,0.4
532,0.16586841864875296,0.2,0.2
533,0.06459155787765486,0.0,0.0
534,0.10685167931001913,0.2,0.4
535,0.06293867946576892,0.0,0.0
536,0.08960814856854456,0.1,0.2
537,0.6461620725649779,0.8,0.8
538,0.3180905970580285,0.0,0.0
539,0.06767650250408408,0.0,0.2
540,0.02532970213231645,0.0,0.0
541,0.04779557269241799,0.1,0.0
542,0.24533175383326628,0.1,0.0
543,0.04680427557581657,0.0,0.0
544,0.09321205270770279,0.0,0.0
545,0.02618311026196684,0.0,0.0
546,0.08734460631527843,0.0,0.0
547,0.10968945904129311,0.1,0.0
548,0.03741977494937081,0.0,0.0
549,0.11323084571258546,0.0,0.0
550,0.05295102056275879,0.2,0.2
551,0.0569555004370567,0.0,0.0
552,0.04821368789194587,0.0,0.0
553,0.09568419398864189,0.1,0.2
554,0.07066003305390584,0.1,0.0
555,0.07346216856919019,0.0,0.0
556,0.05592530854028562,0.1,0.0
557,0.039261679345888464,0.0,0.2
558,0.7140016835696747,0.8,1.0
559,0.12837674201095836,0.1,0.0
560,0.14209073875328807,0.0,0.0
561,0.10486277521109957,0.0,0.0
562,0.059725400952984134,0.0,0.0
563,0.11478553644656407,0.2,0.2
564,0.09516181259841369,0.1,0.2
565,0.03244782087466312,0.0,0.0
566,0.033778557653131536,0.0,0.0
567,0.02570079118909925,0.0,0.0
568,0.10927363196537546,0.2,0.2
569,0.042141990819018836,0.0,0.0
570,0.15734456216806425,0.2,0.2
571,0.03449889234915978,0.1,0.0
572,0.16078912165671358,0.1,0.0
573,0.0841568285714215,0.1,0.2
574,0.0533257889517178,0.2,0.2
575,0.10479857548732643,0.2,0.2
576,0.02006334762511713,0.0,0.0
577,0.12768805871862127,0.1,0.2
578,0.11756773193593359,0.2,0.2
579,0.07955700269995034,0.4,0.2
580,0.03378371482884126,0.0,0.0
581,0.05502937467868771,0.1,0.2
582,0.015926694954288622,0.0,0.0
583,0.30409878522026673,0.4,0.2
584,0.03275308059000882,0.1,0.0
585,0.033778557653131536,0.0,0.0
586,0.2036578233389398,0.2,0.2
587,0.08715924362026899,0.1,0.2
588,0.07921466297199209,0.1,0.2
589,0.500306824198613,0.5,0.8
590,0.06971585152125954,0.1,0.2
591,0.08417942353098655,0.0,0.0
592,0.044694012523337254,0.1,0.2
593,0.14432644721927052,0.1,0.2
594,0.07200203983107559,0.0,0.0
595,0.10917432921275275,0.1,0.2
596,0.03657300833232064,0.1,0.0
597,0.18669061121938602,0.4,0.0
598,0.0473997187585041,0.0,0.0
599,0.04332229248374645,0.0,0.0
600,0.09812261134157703,0.1,0.0
601,0.15367069143019146,0.2,0.4
602,0.1662362676216923,0.2,0.2
603,0.1542715389346573,0.2,0.4
604,0.22852116583789736,0.2,0.4
605,0.12280417161201734,0.1,0.2
606,0.176962350373279,0.2,0.2
607,0.02775777769601925,0.1,0.0
608,0.026967260564169374,0.0,0.0
609,0.05563879924536417,0.2,0.2
610,0.084175594321529,0.0,0.0
611,0.03548446287861813,0.1,0.2
612,0.15198165443065131,0.2,0.2
613,0.029970682280299973,0.0,0.0
614,0.04022426427050096,0.0,0.0
615,0.029247427280572016,0.0,0.0
616,0.03602019125486511,0.0,0.0
617,0.06596962679328629,0.0,0.0
618,0.0932437315081116,0.2,0.2
619,0.026525279004480186,0.0,0.4
620,0.09162584796202712,0.5,0.2
621,0.08136956580402296,0.2,0.2
622,0.03433387223734492,0.1,0.2
623,0.12836321083892,0.0,0.0
624,0.10919708848842173,0.1,0.0
625,0.08113664128926384,0.0,0.0
626,0.08944003587859577,0.0,0.0
627,0.06957571027201005,0.0,0.0
628,0.16227766075554673,0.2,0.2
629,0.10420584471917829,0.2,0.4
630,0.09075411135148971,0.1,0.2
631,0.046486240128988596,0.0,0.0
632,0.03803999024781592,0.0,0.0
633,0.18669061121938602,0.4,0.4
634,0.039722748084257825,0.1,0.2
635,0.32466898430834107,0.1,0.0
636,0.06573636499479342,0.0,0.0
637,0.07596163831233996,0.1,0.0
638,0.04296310024707186,0.0,0.0
639,0.10323634672897772,0.1,0.2
640,0.0710898809798344,0.0,0.0
641,0.06082757870354806,0.0,0.0
642,0.1677474409078378,0.1,0.0
643,0.09269658315050724,0.2,0.2
644,0.034745356651291866,0.0,0.0
645,0.02033220033988155,0.0,0.0
646,0.03846435390483298,0.0,0.0
647,0.06476632279169603,0.0,0.0
648,0.02885438485999277,0.0,0.0
649,0.17352697182815843,0.1,0.0
650,0.07638329752151216,0.0,0.0
651,0.0720159992739953,0.0,0.0
652,0.4511621840722444,0.5,0.4
653,0.09767382985770118,0.1,0.0
654,0.07403124854752688,0.1,0.0
655,0.02930361442921441,0.0,0.0
656,0.1565812467739988,0.1,0.2
657,0.04879928288733077,0.1,0.0
658,0.14718149124256402,0.1,0.0
659,0.024512790881599623,0.0,0.2
660,0.07766987035218774,0.2,0.2
661,0.10864298329800168,0.0,0.0
662,0.6398474311529805,0.9,1.0
663,0.6469293217798715,0.4,0.4
664,0.22067391843789153,0.4,0.4
665,0.09184005322760946,0.0,0.0
666,0.22293120390200277,0.0,0.4
667,0.06800085656574235,0.1,0.0
668,0.07921966121802733,0.0,0.0
669,0.048384245190364494,0.1,0.2
670,0.06897327561132241,0.1,0.2
671,0.07538094271353889,0.2,0.0
672,0.09529896211922341,0.2,0.0
673,0.09428409623144762,0.1,0.0
674,0.14964845765881957,0.1,0.4
675,0.06238400707263921,0.1,0.0
676,0.6015091386104291,0.5,0.4
677,0.0342283717153277,0.1,0.2
678,0.030855404904700158,0.0,0.0
679,0.05665650339428424,0.0,0.0
680,0.15750783727477194,0.3,0.4
681,0.26791828163146797,0.2,0.4
682,0.08410381220165114,0.1,0.0
683,0.03202304090205154,0.0,0.0
684,0.10661446843093,0.1,0.0
685,0.05980016740868284,0.0,0.0
686,0.12280417161201734,0.2,0.0
687,0.08153703317588934,0.0,0.0
688,0.028127326723606693,0.2,0.2
689,0.07357519905921547,0.2,0.4
690,0.08834844703043526,0.1,0.0
691,0.0282924636748728,0.0,0.0
692,0.06056599224300181,0.0,0.0
693,0.08365796898611637,0.2,0.0
694,0.10221381676764339,0.0,0.0
695,0.025621815484274012,0.0,0.0
696,0.08736582085379453,0.1,0.0
697,0.10125284946775119,0.1,0.0
698,0.0756209900661648,0.2,0.4
699,0.03280341951980726,0.0,0.0
700,0.08126229581910302,0.0,0.2
701,0.0700705883367059,0.1,0.0
702,0.09786409816461213,0.0,0.0
703,0.09045220326159181,0.1,0.2
704,0.03407830751357664,0.0,0.0
705,0.06872293657693179,0.4,0.2
706,0.13759257578232711,0.1,0.2
707,0.028202099553379184,0.0,0.0
708,0.0273037323891631,0.0,0.0
709,0.12653872941412245,0.3,0.2
710,0.0523189262447999,0.1,0.2
711,0.19375314691233425,0.1,0.2
712,0.10475815272874077,0.0,0.0
713,0.09605574604060944,0.3,0.2
714,0.03752700425125989,0.0,0.0
715,0.13139388086588497,0.3,0.6
716,0.02588357582775113,0.0,0.0
717,0.07493696045377818,0.0,0.0
718,0.052687765375520994,0.0,0.0
719,0.14759690099954353,0.2,0.2
720,0.029809681775434166,0.0,0.0
721,0.029089995588568177,0.0,0.0
722,0.12633293183506172,0.3,0.2
723,0.02959492177771161,0.1,0.0
724,0.23952693056917881,0.2,0.2
725,0.10041623911133837,0.0,0.2
726,0.09001284999184243,0.2,0.2
727,0.035042270440487966,0.1,0.2
728,0.052680976168792595,0.0,0.0
729,0.11542826353397183,0.2,0.0
730,0.06093749380339166,0.0,0.0
731,0.0552181325921695,0.0,0.0
732,0.14036917873317353,0.1,0.0
733,0.051394211462760624,0.1,0.0
734,0.1042345257143451,0.0,0.0
735,0.08451188837637008,0.0,0.0
